item_name,current_price,old_price_element,item_discount_element,item_link,discount
Deliya Hair Blow Dryer 2200W Hair Dryer+5 Gifts,1700.0,0.0,32.0,/deliya-hair-blow-dryer-2200w-hair-dryer5-gifts-156528737.html,32.0
10KG  DUMBBELL PAIR(set),3299.0,0.0,40.0,/10kgs-dumbbell-pair-generic-mpg317185.html,40.0
"Tecno Spark 10, 6.6"",128GB + 8GB, 50MP, Dual SIM, 5000mAh + Smart Watch & Power Bank",20899.0,99.0,20.0,/spark-10-6.6128gb-8gb-50mp-dual-sim-5000mah-smart-watch-power-bank-tecno-mpg1521000.html,20.0
4 Liner Electric Lunchbox Cooker.,4497.0,0.0,18.0,/generic-4-liner-electric-lunchbox-cooker.-142573418.html,18.0
Power King 6 Way Extension Cable.,490.0,,35.0,/power-king-6-way-extension-cable.-19281531.html,35.0
Air Pro 3 Bluetooth Earphone Earbuds Stereo Sound Touch Sensor Control,882.0,8.0,36.0,/generic-air-pro-3-bluetooth-earphone-earbuds-stereo-sound-touch-sensor-control-65851785.html,36.0
5kg Dumbbell Weight Set Pair,1739.0,0.0,42.0,/generic-5kg-dumbbell-weight-set-pair-72907490.html,42.0
Solar Street Light Flood Light Outdoor,950.0,5.0,46.0,/generic-solar-street-light-flood-light-outdoor-45880178.html,46.0
Fashion Necklace Exquisite Adjustable Single Faux Pearl-Golden,92.0,,50.0,/fashion-necklace-exquisite-adjustable-single-faux-pearl-golden-59215758.html,50.0
7 Colors RGB Mini Wireless Keyboard 2.4G USB Small Keyboard With Touchpad,709.0,3.0,47.0,/generic-7-colors-rgb-mini-wireless-keyboard-2.4g-usb-small-keyboard-with-touchpad-140939408.html,47.0
Fashion 3PCs Only One Sexy Pure Cotton Thong Panties,689.0,,1.0,/fashion-3pcs-only-one-sexy-pure-cotton-thong-panties-111736405.html,1.0
Fashion Love Heart Pendant Chain Necklace Women Jewelry-,77.0,,50.0,/fashion-love-heart-pendant-chain-necklace-women-jewelry-59171631.html,50.0
Dove Original Beauty Bar Soap.,349.0,,50.0,/dove-original-beauty-bar-soap.-155892655.html,50.0
"1.98"" Full Touch Smart Watch Sport Health BT Call",2140.0,7.0,37.0,/generic-1.98-full-touch-smart-watch-sport-health-bt-call-107617108.html,37.0
Fashion 6 Pack Ladies Panties-lace Cotton,1341.0,8.0,10.0,/fashion-6-pack-ladies-panties-lace-cotton-65163894.html,10.0
Fashion Backpack Bags Women's Handbags,699.0,,30.0,/fashion-backpack-bags-womens-handbags-155085093.html,30.0
Fashion T-shirt 4-in-1 Men's Shirts Short Sleeve 100% High Quality Free 3-in-1 Socks,1964.0,7.0,29.0,/fashion-t-shirt-4-in-1-mens-shirts-short-sleeve-100-high-quality-free-3-in-1-socks-70009786.html,29.0
Tisa Nyota Ladies Handbags PU Leather Bucket Bags 4 In 1-Pink,1100.0,0.0,27.0,/tisa-nyota-ladies-handbags-pu-leather-bucket-bags-4-in-1-pink-69840835.html,27.0
Fashion Men's Shoes High Top Martin Boots-brown,1999.0,0.0,26.0,/fashion-mens-shoes-high-top-martin-boots-brown-125910552.html,26.0
Wall Mounted Soap Dish Holder Box With Hooks,495.0,,17.0,/generic-wall-mounted-soap-dish-holder-box-with-hooks-73415053.html,17.0
"Apple USB-C / Type-C Fast Charger, Adapter And Cable/For IPhone",1989.0,9.0,20.0,/apple-usb-c-type-c-fast-charger-adapter-and-cablefor-iphone-121658414.html,20.0
Power King 6 Way Quality Extension Socket With A 3Meter Cable.,452.0,,36.0,/power-king-6-way-quality-extension-socket-with-a-3meter-cable.-129538135.html,36.0
"XIAOMI Redmi 12C, 6.71"", 3GB + 64GB, 50MP, 5000mAh, Grey + Free Gifts",15499.0,99.0,23.0,/redmi-12c-6.71-3gb-64gb-50mp-5000mah-grey-free-gifts-xiaomi-mpg1521330.html,23.0
5By8 Soft Chocolate Fluffy Carpets Non-slip Rugs Floor Mat,2650.0,0.0,41.0,/generic-5by8-soft-chocolate-fluffy-carpets-non-slip-rugs-floor-mat-115257567.html,41.0
4Pcs Washing Machine Antivibration Anti Vibration Pads Shock And Noise Cancellation Pads,580.0,,27.0,/generic-4pcs-washing-machine-antivibration-anti-vibration-pads-shock-and-noise-cancellation-pads-78969560.html,27.0
WNGREAT Professional Double Tank 6L+ 6L Stainless Steel Deep Fryer,16000.0,0.0,16.0,/wngreat-professional-double-tank-6l-6l-stainless-steel-deep-fryer-140336579.html,16.0
Sierra Round Nesting Table Set-2pcs Set,8999.0,0.0,40.0,/generic-sierra-round-nesting-table-set-2pcs-set-97867514.html,40.0
1 Duvet 1 Bedsheet 2 Pillowcases + 2 Free Pillows,2744.0,8.0,48.0,/generic-1-duvet-1-bedsheet-2-pillowcases-2-free-pillows-40891140.html,48.0
"Oraimo Strong Bass Earphones + Extra Airpods , Smart Watch",1900.0,0.0,13.0,/oraimo-strong-bass-earphones-extra-airpods-smart-watch-155209699.html,13.0
"12 PCS Christmas Decoration Ornaments Bowknot Back Golden Twist Tie, Height: 6cm (12pcs In One Packaging, The Price Is For 12pcs)(Red)",299.0,,40.0,/generic-12-pcs-christmas-decoration-ornaments-bowknot-back-golden-twist-tie-height-6cm-12pcs-in-one-packaging-the-price-is-for-12pcsred-97890095.html,40.0
Nice & Lovely Aloe Vera Herbal Lotion 600ml,385.0,,10.0,/nice-lovely-aloe-vera-herbal-lotion-600ml-60026980.html,10.0
WNGREAT Professional Double Tank 6L+ 6L Stainless Steel Deep Fryer,15500.0,0.0,18.0,/wngreat-professional-double-tank-6l-6l-stainless-steel-deep-fryer-140336762.html,18.0
Lvpai Fashion Women Luxury Leather Watch Quartz Ladies,580.0,,30.0,/lvpai-fashion-women-luxury-leather-watch-quartz-ladies-29222229.html,30.0
Baby Care Baby Grooming Nursery Care Kit Portable,870.0,0.0,28.0,/baby-grooming-nursery-care-kit-portable-baby-care-mpg259780.html,28.0
Fashion Women Polka Dot Print Patchwork Long Dress Casual Short Sleeve O-Neck High Waist Black,1049.0,3.0,16.0,/fashion-women-polka-dot-print-patchwork-long-dress-casual-short-sleeve-o-neck-high-waist-black-151384094.html,16.0
Multicolour Lights For Christmas Led 100 Bulbs In 10mtrs,689.0,0.0,37.0,/generic-multicolour-lights-for-christmas-led-100-bulbs-in-10mtrs-107996400.html,37.0
"Tecno Spark 10C, 6.6"", 128GB + 4GB, 16MP, Dual SIM, 5000mAh + Smart Watch & Earpods",17799.0,99.0,32.0,/tecno-spark-10c-6.6-128gb-4gb-16mp-dual-sim-5000mah-smart-watch-earpods-126842624.html,32.0
Fashion Mens Big Size Loafers Slip Ons Formal Or Casual Business Shoes,1199.0,9.0,40.0,/fashion-mens-big-size-loafers-slip-ons-formal-or-casual-business-shoes-80437711.html,40.0
Digital TV Ariel // FREE CABLE//FREE CONNECTOR//,640.0,,29.0,/digital-tv-ariel-free-cablefree-connector-generic-mpg419957.html,29.0
Sokany F9 Wireless Bluetooth  Earphone Earbuds Headset,780.0,0.0,44.0,/f9-wireless-bluetooth-5.0-earphone-earbuds-headset-generic-mpg425311.html,44.0
Home Design TV Wall Bracket 14''-55'' Full Motion Wall Mount,915.0,0.0,30.0,/home-design-tv-wall-bracket-14-55-full-motion-wall-mount-58538577.html,30.0
Primus Meko Gas Burner,399.0,,33.0,/meko-gas-burner-primus-mpg346362.html,33.0
Jewelry Organizer Box Large Jewellry Organizer Case PU Leather With Lock-Black,1290.0,9.0,35.0,/generic-jewelry-organizer-box-large-jewellry-organizer-case-pu-leather-with-lock-black-146963231.html,35.0
Sunlight Solar 200W Solar Panel Full Kit + 150Ah Solar Battery +300W Solar Power Inverter+ 10Ah Solar Charge Controller +5 DC Bulb + Extension + 10m Cable,18599.0,0.0,42.0,/sunlight-solar-200w-solar-panel-full-kit-150ah-solar-battery-300w-solar-power-inverter-10ah-solar-charge-controller-5-dc-bulb-extension-10m-cable-149173336.html,42.0
SIFA Tissue Paper 4's,129.0,,9.0,/sifa-tissue-paper-4s-58696243.html,9.0
"Skilltech 12-43"" Strong TV Wall Mount Bracket + TV Guard",900.0,0.0,44.0,/skilltech-12-43-strong-tv-wall-mount-bracket-tv-guard-97007895.html,44.0
"Oppo Reno 10 5G, 6.7''l.. 8GB + 256GB, 64MP, (Dual Sim) 5000mAh, Grey",53500.0,0.0,24.0,/reno-10-5g-6.7l..-8gb-256gb-64mp-dual-sim-5000mah-grey-oppo-mpg1364178.html,24.0
SOXY Men Creative Men's Watches Male Wristwatch Luxury,805.0,0.0,30.0,/soxy-men-creative-mens-watches-male-wristwatch-luxury-32690247.html,30.0
Ramtons RM/570 - 1.7L Stainless Steel Cordless Kettle,2160.0,0.0,20.0,/ramtons-rm570-1.7l-stainless-steel-cordless-kettle-18809418.html,20.0
TV Wall Bracket+Tv Guard+Extension+Digital Aerial,1880.0,0.0,10.0,/generic-tv-wall-brackettv-guardextensiondigital-aerial-69902840.html,10.0
Durex CONDOMS Feels 12 PACKS*3's Super  *Discreet*,1999.0,0.0,44.0,/durex-condoms-feels-12-packs3s-super-discreet-34966523.html,44.0
Fashion 9 Colors Eyeshadow Palette Matte Eyeshadow & Makeup Brush,429.0,,14.0,/fashion-9-colors-eyeshadow-palette-matte-eyeshadow-makeup-brush-112731965.html,14.0
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,421.0,,46.0,/dr.-rashel-vitamin-c-brightening-anti-aging-face-serum-156486498.html,46.0
Vitron HTC3218 32 Inch Frameless LED Digital HD TV + Free Extension +Flash Disk,13999.0,0.0,22.0,/vitron-htc3218-32-inch-frameless-led-digital-hd-tv-free-extension-flash-disk-47769905.html,22.0
Neelux Energy Saving Rechargeable Mosquito/Flies Killer Bulb,499.0,,38.0,/neelux-energy-saving-rechargeable-mosquitoflies-killer-bulb-51937812.html,38.0
Fashion New Fast And Furious Cross Pendant Chain Necklace,214.0,,45.0,/fashion-new-fast-and-furious-cross-pendant-chain-necklace-34570066.html,45.0
Bacardi Bacardi Carta Blanca 1ltr,2394.0,1.0,8.0,/bacardi-bacardi-carta-blanca-1ltr-86767656.html,8.0
R9 Fingerprint Touch Bluetooth Headset Earphone,751.0,5.0,38.0,/generic-r9-fingerprint-touch-bluetooth-headset-earphone-69540885.html,38.0
"USB To SATA Cable 2.5"" Hard Disk Adapter SATA",649.0,,28.0,/generic-usb-to-sata-cable-2.5-hard-disk-adapter-sata-74608576.html,28.0
Fashion 10 Pieces Flexi Rods/curling Rods,390.0,,44.0,/fashion-10-pieces-flexi-rodscurling-rods-153991034.html,44.0
Wedding Ring Gem Female Ring Golden,111.0,,50.0,/generic-wedding-ring-gem-female-ring-golden-95467158.html,50.0
TG Bluetooth Speakers T&G TG117 With Radio FM USBport,1788.0,0.0,28.0,/tg-bluetooth-speakers-tg-tg117-with-radio-fm-usbport-87384721.html,28.0
128G USB Flash Drive Small Convenient  Pen Drive,690.0,,17.0,/generic-128g-usb-flash-drive-small-convenient-pen-drive-152932135.html,17.0
TC 5 Layers Multi Functional Clothes Shoes Hat Rack Storage,3597.0,0.0,10.0,/tc-5-layers-multi-functional-clothes-shoes-hat-rack-storage-138460911.html,10.0
William Lawson's William Lawsons 1ltr,2050.0,7.0,8.0,/william-lawsons-william-lawsons-1ltr-110970202.html,8.0
Baellerry Mens Wallet Leather Wallet Card Holder Classy Mens Leather Wallet Mens Wallet,899.0,0.0,40.0,/baellerry-mens-wallet-leather-wallet-card-holder-classy-mens-leather-wallet-mens-wallet-58607793.html,40.0
4tier Telescopic Bathroom Corner Shelf Shower Caddy,2599.0,0.0,49.0,/generic-4tier-telescopic-bathroom-corner-shelf-shower-caddy-115591716.html,49.0
Solarmax 30A MPPT Charge Controller,2500.0,0.0,29.0,/solarmax-30a-mppt-charge-controller-157666929.html,29.0
"Itel S23 6.6"" Display, 128GB Storage + Up To 8GB RAM, 50MP Camera, 5000mAh+WATCH+EARPODS",13995.0,99.0,44.0,/itel-s23-6.6-display-128gb-storage-up-to-8gb-ram-50mp-camera-5000mahwatchearpods-159563514.html,44.0
Fashion Necklace Simple Anti-rust Women Five Point Star Shape-Silver,86.0,,50.0,/fashion-necklace-simple-anti-rust-women-five-point-star-shape-silver-59209780.html,50.0
Idino  6000mAH RAM 6GB/ROM 256GB  10inch Android 11 SIM CARD SLOT NOTEBOOK 4 TABLET PC  ,19999.0,0.0,23.0,/idino-6000mah-ram-6gbrom-256gb-10inch-android-11-sim-card-slot-notebook-4-tablet-pc-161684867.html,23.0
Wireless Earphone Bluetooth 5.1 Stereo Magnetic-Black,816.0,2.0,50.0,/generic-wireless-earphone-bluetooth-5.1-stereo-magnetic-black-47392211.html,50.0
"PS4 Wireless Remote Control Gamepad, Game Console Controller - LED Light -Green",2412.0,0.0,44.0,/generic-ps4-wireless-remote-control-gamepad-game-console-controller-led-light-green-157527149.html,44.0
Fashion 6PCs Most Adorable Invisible Ladies Socks(Shoe Size 36-41),345.0,,13.0,/fashion-6pcs-most-adorable-invisible-ladies-socksshoe-size-36-41-47333018.html,13.0
Dr. Rashel Anti-aging Moisturizing Vitamin C Facial Serum Set 3 Pack,1199.0,0.0,14.0,/dr.-rashel-anti-aging-moisturizing-vitamin-c-facial-serum-set-3-pack-158943184.html,14.0
Hisense Smart Tv Remote Control,947.0,0.0,37.0,/hisense-smart-tv-remote-control-105521261.html,37.0
Football Soccer Ball - PURE Leather,1399.0,0.0,44.0,/generic-football-soccer-ball-pure-leather-116058951.html,44.0
Collagen Peptide COLLAGEN GUMMIES With Biotin +Vitamin C,3000.0,0.0,40.0,/collagen-peptide-collagen-gummies-with-biotin-vitamin-c-56866555.html,40.0
Wrist Smart Watch Bands Bracelet Strap,699.0,2.0,46.0,/generic-wrist-smart-watch-bands-bracelet-strap-115545531.html,46.0
Mxq Tv Box / Smart Tv Box Android 11.1- 4K UHD Support - 1 GB/8 GB,2787.0,0.0,44.0,/mxq-tv-box-smart-tv-box-android-11.1-4k-uhd-support-1-gb8-gb-151315659.html,44.0
Fashion Mini 32GBTF Memory Card SD Flash Memory Card,377.0,,45.0,/fashion-mini-32gbtf-memory-card-sd-flash-memory-card-88059523.html,45.0
300mA Air Humidifier USB Air Diffuser Colorful Light Quiet,1000.0,9.0,50.0,/generic-300ma-air-humidifier-usb-air-diffuser-colorful-light-quiet-161513344.html,50.0
Samsung A14 Silicone Shock-Proof Cover Case + Screen Protector + Bluetooth Headset.,849.0,0.0,35.0,/generic-samsung-a14-silicone-shock-proof-cover-case-screen-protector-bluetooth-headset.-150993773.html,35.0
Fashion 2Pcs/Set Sun&Moon Couple Pendants Necklace For Best Friends Lovers Valentines,238.0,,32.0,/fashion-2pcsset-sunmoon-couple-pendants-necklace-for-best-friends-lovers-valentines-57781625.html,32.0
"8.5inch Re-Writable LCD Writing Pad For Drawing, Playing, Handwriting Gifts For Kids & Adults",589.0,,39.0,/generic-8.5inch-re-writable-lcd-writing-pad-for-drawing-playing-handwriting-gifts-for-kids-adults-160524056.html,39.0
H15 Phone Game Cooler Cooling Fan Radiator,759.0,,5.0,/generic-h15-phone-game-cooler-cooling-fan-radiator-78225134.html,5.0
85cm Anti Burst Exercise Yoga Balls,1550.0,0.0,45.0,/generic-85cm-anti-burst-exercise-yoga-balls-58574006.html,45.0
Fashion 4 Pairs Exfoliating Gloves For Body Scrub-blue,450.0,,24.0,/fashion-4-pairs-exfoliating-gloves-for-body-scrub-blue-58573496.html,24.0
Oraimo Free Pods Lite OTW-330 Earbuds With APP Control,1998.0,9.0,1.0,/oraimo-free-pods-lite-otw-330-earbuds-with-app-control-151674904.html,1.0
Mikasa Size 5 Soccer Ball  Blue & White Plus A Hand Pump,1699.0,0.0,15.0,/mikasa-size-5-soccer-ball-blue-white-plus-a-hand-pump-122308579.html,15.0
"Advance Metallic USB Flash Drive 64 GB //Disk 64GB For Woofer, Laptop +Microphone,Watch",1200.0,0.0,33.0,/advance-metallic-usb-flash-drive-64-gb-disk-64gb-for-woofer-laptop-microphonewatch-157510279.html,33.0
Fashion 6 Pairs Clear Invisible Transparent Adjustable Bra Set Hook-,222.0,,50.0,/fashion-6-pairs-clear-invisible-transparent-adjustable-bra-set-hook-50618412.html,50.0
Big White Round Mosquito Net For Single Bed-FREE SIZE.,950.0,8.0,43.0,/generic-big-white-round-mosquito-net-for-single-bed-free-size.-151073229.html,43.0
Fashion Couple Necklace Letter Shape Unisex Alloy Stainless-Silver,91.0,,50.0,/fashion-couple-necklace-letter-shape-unisex-alloy-stainless-silver-72593429.html,50.0
Fashion Men's Soft Sole Leather Shoes - Black,1190.0,5.0,41.0,/fashion-mens-soft-sole-leather-shoes-black-157527047.html,41.0
Bluetooth Earphone Stereo Wireless Earbud Headset,641.0,6.0,47.0,/generic-bluetooth-earphone-stereo-wireless-earbud-headset-100700659.html,47.0
"Vitron HTC6588USWO, 65"" 4K Smart Frameless TV, Wi-Fi/Netflix",61999.0,99.0,38.0,/vitron-htc6588uswo-65-4k-smart-frameless-tv-wi-finetflix-78428733.html,38.0
Fashion Curly Ponytail With Drawstring + FREE GIFT,830.0,0.0,36.0,/curly-ponytail-with-drawstring-free-gift-fashion-mpg1426479.html,36.0
Fashion Comfy Classy Unisex  Trendy Laced  Rubber Shoes Black,799.0,,11.0,/fashion-comfy-classy-unisex-trendy-laced-rubber-shoes-black-161838400.html,11.0
Toothpaste Dispenser + Toothbrush Holder Set- Assorted,570.0,0.0,43.0,/toothpaste-dispenser-toothbrush-holder-set-assorted-generic-mpg996829.html,43.0
Baofeng BF-888s 3-5KM Long Range Walkie Talkie Radio Calls -2 Pieces (1 Pair),3365.0,1.0,14.0,/baofeng-bf-888s-3-5km-long-range-walkie-talkie-radio-calls-2-pieces-1-pair-122875678.html,14.0
Fashion Men's Slim Fit Jeans - White,1699.0,0.0,43.0,/fashion-mens-slim-fit-jeans-white-68406820.html,43.0
BM-868Professional Studio Condenser USB Computer Microphone Kit,2999.0,8.0,46.0,/generic-bm-868professional-studio-condenser-usb-computer-microphone-kit-70249293.html,46.0
"Mixer Portable, Blender Juicer, Mixer USB Rechajable, 380ml-green",999.0,0.0,45.0,/generic-mixer-portable-blender-juicer-mixer-usb-rechajable-380ml-green-159214433.html,45.0
"Home Design 14"" - 55"" Full Motion Swivel Wall Mount TV Bracket",915.0,0.0,13.0,/home-design-14-55-full-motion-swivel-wall-mount-tv-bracket-57401782.html,13.0
Fashion Circle Necklaces Double-layered All-match Elegant-,102.0,,34.0,/fashion-circle-necklaces-double-layered-all-match-elegant-59201915.html,34.0
Digital TV Ariel // FREE CABLE//FREE CONNECTOR//,640.0,,29.0,/digital-tv-ariel-free-cablefree-connector-generic-mpg419957.html,29.0
Sokany F9 Wireless Bluetooth  Earphone Earbuds Headset,780.0,0.0,44.0,/f9-wireless-bluetooth-5.0-earphone-earbuds-headset-generic-mpg425311.html,44.0
Home Design TV Wall Bracket 14''-55'' Full Motion Wall Mount,915.0,0.0,30.0,/home-design-tv-wall-bracket-14-55-full-motion-wall-mount-58538577.html,30.0
Fashion Men's Belt Leather Automatic Buckle Business Belts,440.0,,48.0,/fashion-mens-belt-leather-automatic-buckle-business-belts-110894681.html,48.0
Primus Meko Gas Burner,399.0,,33.0,/meko-gas-burner-primus-mpg346362.html,33.0
Jewelry Organizer Box Large Jewellry Organizer Case PU Leather With Lock-Black,1290.0,9.0,35.0,/generic-jewelry-organizer-box-large-jewellry-organizer-case-pu-leather-with-lock-black-146963231.html,35.0
Sunlight Solar 200W Solar Panel Full Kit + 150Ah Solar Battery +300W Solar Power Inverter+ 10Ah Solar Charge Controller +5 DC Bulb + Extension + 10m Cable,18599.0,0.0,42.0,/sunlight-solar-200w-solar-panel-full-kit-150ah-solar-battery-300w-solar-power-inverter-10ah-solar-charge-controller-5-dc-bulb-extension-10m-cable-149173336.html,42.0
SIFA Tissue Paper 4's,129.0,,9.0,/sifa-tissue-paper-4s-58696243.html,9.0
"Skilltech 12-43"" Strong TV Wall Mount Bracket + TV Guard",900.0,0.0,44.0,/skilltech-12-43-strong-tv-wall-mount-bracket-tv-guard-97007895.html,44.0
Fashion Sport Fashion Quality Ladies  Sneakers-White,2200.0,0.0,27.0,/fashion-sport-fashion-quality-ladies-sneakers-white-53803163.html,27.0
"Oppo Reno 10 5G, 6.7''l.. 8GB + 256GB, 64MP, (Dual Sim) 5000mAh, Grey",53500.0,0.0,24.0,/reno-10-5g-6.7l..-8gb-256gb-64mp-dual-sim-5000mah-grey-oppo-mpg1364178.html,24.0
Apple AirPods Pro.,3300.0,0.0,34.0,/airpods-pro-apple-mpg579638.html,34.0
SOXY Men Creative Men's Watches Male Wristwatch Luxury,805.0,0.0,30.0,/soxy-men-creative-mens-watches-male-wristwatch-luxury-32690247.html,30.0
Ramtons RM/570 - 1.7L Stainless Steel Cordless Kettle,2160.0,0.0,20.0,/ramtons-rm570-1.7l-stainless-steel-cordless-kettle-18809418.html,20.0
Starlux 4 Gas Burner Table Top Cooker,3940.0,0.0,8.0,/starlux-4-gas-burner-table-top-cooker-159214629.html,8.0
TV Wall Bracket+Tv Guard+Extension+Digital Aerial,1880.0,0.0,10.0,/generic-tv-wall-brackettv-guardextensiondigital-aerial-69902840.html,10.0
Durex CONDOMS Feels 12 PACKS*3's Super  *Discreet*,1999.0,0.0,44.0,/durex-condoms-feels-12-packs3s-super-discreet-34966523.html,44.0
Fashion 9 Colors Eyeshadow Palette Matte Eyeshadow & Makeup Brush,429.0,,14.0,/fashion-9-colors-eyeshadow-palette-matte-eyeshadow-makeup-brush-112731965.html,14.0
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum,421.0,,46.0,/dr.-rashel-vitamin-c-brightening-anti-aging-face-serum-156486498.html,46.0
Vitron HTC3218 32 Inch Frameless LED Digital HD TV + Free Extension +Flash Disk,13999.0,0.0,22.0,/vitron-htc3218-32-inch-frameless-led-digital-hd-tv-free-extension-flash-disk-47769905.html,22.0
Fashion New Fast And Furious Cross Pendant Chain Necklace,214.0,,45.0,/fashion-new-fast-and-furious-cross-pendant-chain-necklace-34570066.html,45.0
Bacardi Bacardi Carta Blanca 1ltr,2394.0,1.0,8.0,/bacardi-bacardi-carta-blanca-1ltr-86767656.html,8.0
R9 Fingerprint Touch Bluetooth Headset Earphone,751.0,5.0,38.0,/generic-r9-fingerprint-touch-bluetooth-headset-earphone-69540885.html,38.0
"USB To SATA Cable 2.5"" Hard Disk Adapter SATA",649.0,,28.0,/generic-usb-to-sata-cable-2.5-hard-disk-adapter-sata-74608576.html,28.0
Fashion 10 Pieces Flexi Rods/curling Rods,390.0,,44.0,/fashion-10-pieces-flexi-rodscurling-rods-153991034.html,44.0
Wedding Ring Gem Female Ring Golden,111.0,,50.0,/generic-wedding-ring-gem-female-ring-golden-95467158.html,50.0
Men Wallets Pocket Wallet- Brown,440.0,,45.0,/generic-men-wallets-pocket-wallet-brown-110896482.html,45.0
"Vitron 50"" Inch Television Frameless 4KUHD Android TV, BLUETOOTH, APPSTORE+TILTBRACKET",39999.0,0.0,11.0,/50-inch-television-frameless-4kuhd-android-tv-bluetooth-appstoretiltbracket-vitron-mpg957544.html,11.0
SIWAR BY Néo Artisanal SIWAR High End Military Boots - Biege,2927.0,0.0,55.0,/siwar-high-end-military-boots-biege-siwar-by-neo-artisanal-mpg355452.html,55.0
Phelistar Digital TV Aerial - Multicolor,590.0,,31.0,/digital-tv-aerial-phelistar-mpg256058.html,31.0
